time,fuel,city,registration
2016/2/1,Gasoline,Yilan County,"270,393"
2016/2/1,Gasoline,Hsinchu County,"278,255"
2016/2/1,Gasoline,Miaoli County,"320,136"
2016/2/1,Gasoline,Changhua County,"814,806"
2016/2/1,Gasoline,Nantou County,"311,493"
2016/2/1,Gasoline,Yunlin County,"426,297"
2016/2/1,Gasoline,Chiayi County,"326,571"
2016/2/1,Gasoline,Pingtung County,"615,040"
2016/2/1,Gasoline,Taitung County,"151,286"
2016/2/1,Gasoline,Hualien County,"200,085"
2016/2/1,Gasoline,Penghu County,"68,387"
2016/2/1,Gasoline,Keelung City,"180,485"
2016/2/1,Gasoline,Hsinchu City,"254,680"
2016/2/1,Gasoline,Chiayi City,"181,122"
2016/2/1,Gasoline,Kinmen County,"54,776"
2016/2/1,Gasoline,Lienchiang County,"5,706"
2016/2/1,Electricity,New Taipei City,"9,430"
2016/2/1,Electricity,Taipei City,"5,898"
2016/2/1,Electricity,Taoyuan City,"8,232"
2016/2/1,Electricity,Taichung City,"3,893"
2016/2/1,Electricity,Tainan City,"2,753"
2016/2/1,Electricity,Kaohsiung City,"6,841"
2016/2/1,Electricity,Yilan County,322
2016/2/1,Electricity,Hsinchu County,657
2016/2/1,Electricity,Miaoli County,573
2016/2/1,Electricity,Changhua County,"1,592"
2016/2/1,Electricity,Nantou County,"1,091"
2016/2/1,Electricity,Yunlin County,"1,000"
2016/2/1,Electricity,Chiayi County,513
2016/2/1,Electricity,Pingtung County,"1,679"
2016/2/1,Electricity,Taitung County,"1,667"
2016/2/1,Electricity,Hualien County,986
2016/2/1,Electricity,Penghu County,"3,476"
2016/2/1,Electricity,Keelung City,209
2016/2/1,Electricity,Hsinchu City,967
2016/2/1,Electricity,Chiayi City,751
2016/2/1,Electricity,Kinmen County,800
2016/2/1,Electricity,Lienchiang County,208
2016/3/1,Gasoline,New Taipei City,"2,168,514"
2016/3/1,Gasoline,Taipei City,"953,734"
2016/3/1,Gasoline,Taoyuan City,"1,102,327"
2016/3/1,Gasoline,Taichung City,"1,648,007"
2016/3/1,Gasoline,Tainan City,"1,281,534"
2016/3/1,Gasoline,Kaohsiung City,"1,987,937"
2016/3/1,Gasoline,Yilan County,"269,731"
2016/3/1,Gasoline,Hsinchu County,"278,549"
2016/3/1,Gasoline,Miaoli County,"320,027"
2016/3/1,Gasoline,Changhua County,"813,424"
2016/3/1,Gasoline,Nantou County,"311,069"
2016/3/1,Gasoline,Yunlin County,"425,983"
2016/3/1,Gasoline,Chiayi County,"325,958"
2016/3/1,Gasoline,Pingtung County,"614,336"
2016/3/1,Gasoline,Taitung County,"151,509"
2016/3/1,Gasoline,Hualien County,"199,580"
2016/3/1,Gasoline,Penghu County,"68,811"
2016/3/1,Gasoline,Keelung City,"180,477"
2016/3/1,Gasoline,Hsinchu City,"254,603"
2016/3/1,Gasoline,Chiayi City,"180,531"
2016/3/1,Gasoline,Kinmen County,"55,068"
2016/3/1,Gasoline,Lienchiang County,"5,727"
2016/3/1,Electricity,New Taipei City,"9,842"
2016/3/1,Electricity,Taipei City,"6,014"
2016/3/1,Electricity,Taoyuan City,"8,492"
2016/3/1,Electricity,Taichung City,"3,938"
2016/3/1,Electricity,Tainan City,"2,784"
2016/3/1,Electricity,Kaohsiung City,"6,862"
2016/3/1,Electricity,Yilan County,322
2016/3/1,Electricity,Hsinchu County,666
2016/3/1,Electricity,Miaoli County,580
2016/3/1,Electricity,Changhua County,"1,598"
2016/3/1,Electricity,Nantou County,"1,120"
2016/3/1,Electricity,Yunlin County,"1,013"
2016/3/1,Electricity,Chiayi County,515
2016/3/1,Electricity,Pingtung County,"1,678"
2016/3/1,Electricity,Taitung County,"1,660"
2016/3/1,Electricity,Hualien County,"1,002"
2016/3/1,Electricity,Penghu County,"3,459"
2016/3/1,Electricity,Keelung City,213
2016/3/1,Electricity,Hsinchu City,"1,012"
2016/3/1,Electricity,Chiayi City,751
2016/3/1,Electricity,Kinmen County,823
2016/3/1,Electricity,Lienchiang County,308
2016/4/1,Gasoline,New Taipei City,"2,168,285"
2016/4/1,Gasoline,Taipei City,"952,896"
2016/4/1,Gasoline,Taoyuan City,"1,101,519"
2016/4/1,Gasoline,Taichung City,"1,647,011"
2016/4/1,Gasoline,Tainan City,"1,280,482"
2016/4/1,Gasoline,Kaohsiung City,"1,985,481"
2016/4/1,Gasoline,Yilan County,"269,585"
2016/4/1,Gasoline,Hsinchu County,"277,672"
2016/4/1,Gasoline,Miaoli County,"319,501"
2016/4/1,Gasoline,Changhua County,"812,307"
2016/4/1,Gasoline,Nantou County,"310,773"
2016/4/1,Gasoline,Yunlin County,"425,593"
2016/4/1,Gasoline,Chiayi County,"325,666"
2016/4/1,Gasoline,Pingtung County,"614,147"
2016/4/1,Gasoline,Taitung County,"151,530"
2016/4/1,Gasoline,Hualien County,"199,355"
2016/4/1,Gasoline,Penghu County,"69,513"
2016/4/1,Gasoline,Keelung City,"180,528"
2016/4/1,Gasoline,Hsinchu City,"254,216"
2016/4/1,Gasoline,Chiayi City,"180,213"
2016/4/1,Gasoline,Kinmen County,"55,290"
2016/4/1,Gasoline,Lienchiang County,"5,753"
2016/4/1,Electricity,New Taipei City,"10,096"
2016/4/1,Electricity,Taipei City,"6,136"
2016/4/1,Electricity,Taoyuan City,"8,811"
2016/4/1,Electricity,Taichung City,"3,979"
2016/4/1,Electricity,Tainan City,"2,808"
2016/4/1,Electricity,Kaohsiung City,"6,881"
2016/4/1,Electricity,Yilan County,326
2016/4/1,Electricity,Hsinchu County,684
2016/4/1,Electricity,Miaoli County,583
2016/4/1,Electricity,Changhua County,"1,600"
2016/4/1,Electricity,Nantou County,"1,120"
2016/4/1,Electricity,Yunlin County,"1,031"
2016/4/1,Electricity,Chiayi County,520
2016/4/1,Electricity,Pingtung County,"1,783"
2016/4/1,Electricity,Taitung County,"1,657"
2016/4/1,Electricity,Hualien County,"1,276"
2016/4/1,Electricity,Penghu County,"3,551"
2016/4/1,Electricity,Keelung City,216
2016/4/1,Electricity,Hsinchu City,"1,025"
2016/4/1,Electricity,Chiayi City,755
2016/4/1,Electricity,Kinmen County,828
2016/4/1,Electricity,Lienchiang County,309
2016/5/1,Gasoline,New Taipei City,"2,168,900"
2016/5/1,Gasoline,Taipei City,"952,858"
2016/5/1,Gasoline,Taoyuan City,"1,102,160"
2016/5/1,Gasoline,Taichung City,"1,648,082"
2016/5/1,Gasoline,Tainan City,"1,280,999"
2016/5/1,Gasoline,Kaohsiung City,"1,984,298"
2016/5/1,Gasoline,Yilan County,"269,387"
2016/5/1,Gasoline,Hsinchu County,"277,597"
2016/5/1,Gasoline,Miaoli County,"319,003"
2016/5/1,Gasoline,Changhua County,"811,870"
2016/5/1,Gasoline,Nantou County,"310,786"
2016/5/1,Gasoline,Yunlin County,"425,620"
2016/5/1,Gasoline,Chiayi County,"325,615"
2016/5/1,Gasoline,Pingtung County,"614,538"
2016/5/1,Gasoline,Taitung County,"151,487"
2016/5/1,Gasoline,Hualien County,"199,267"
2016/5/1,Gasoline,Penghu County,"69,840"
2016/5/1,Gasoline,Keelung City,"180,656"
2016/5/1,Gasoline,Hsinchu City,"253,783"
2016/5/1,Gasoline,Chiayi City,"179,938"
2016/5/1,Gasoline,Kinmen County,"55,560"
2016/5/1,Gasoline,Lienchiang County,"5,849"
2016/5/1,Electricity,New Taipei City,"10,399"
2016/5/1,Electricity,Taipei City,"6,311"
2016/5/1,Electricity,Taoyuan City,"9,152"
2016/5/1,Electricity,Taichung City,"4,085"
2016/5/1,Electricity,Tainan City,"2,822"
2016/5/1,Electricity,Kaohsiung City,"6,889"
2016/5/1,Electricity,Yilan County,336
2016/5/1,Electricity,Hsinchu County,694
2016/5/1,Electricity,Miaoli County,588
2016/5/1,Electricity,Changhua County,"1,601"
2016/5/1,Electricity,Nantou County,"1,128"
2016/5/1,Electricity,Yunlin County,"1,047"
2016/5/1,Electricity,Chiayi County,521
2016/5/1,Electricity,Pingtung County,"1,791"
2016/5/1,Electricity,Taitung County,"1,671"
2016/5/1,Electricity,Hualien County,"1,348"
2016/5/1,Electricity,Penghu County,"3,548"
2016/5/1,Electricity,Keelung City,224
2016/5/1,Electricity,Hsinchu City,"1,037"
2016/5/1,Electricity,Chiayi City,759
2016/5/1,Electricity,Kinmen County,"1,133"
2016/5/1,Electricity,Lienchiang County,309
2016/6/1,Gasoline,New Taipei City,"2,169,607"
2016/6/1,Gasoline,Taipei City,"951,947"
2016/6/1,Gasoline,Taoyuan City,"1,104,065"
2016/6/1,Gasoline,Taichung City,"1,650,202"
2016/6/1,Gasoline,Tainan City,"1,282,053"
2016/6/1,Gasoline,Kaohsiung City,"1,984,739"
2016/6/1,Gasoline,Yilan County,"269,548"
2016/6/1,Gasoline,Hsinchu County,"278,157"
2016/6/1,Gasoline,Miaoli County,"319,269"
2016/6/1,Gasoline,Changhua County,"812,453"
2016/6/1,Gasoline,Nantou County,"311,143"
2016/6/1,Gasoline,Yunlin County,"425,850"
2016/6/1,Gasoline,Chiayi County,"325,864"
2016/6/1,Gasoline,Pingtung County,"614,934"
2016/6/1,Gasoline,Taitung County,"151,706"
2016/6/1,Gasoline,Hualien County,"199,330"
2016/6/1,Gasoline,Penghu County,"70,081"
2016/6/1,Gasoline,Keelung City,"180,799"
2016/6/1,Gasoline,Hsinchu City,"254,167"
2016/6/1,Gasoline,Chiayi City,"179,826"
2016/6/1,Gasoline,Kinmen County,"55,778"
2016/6/1,Gasoline,Lienchiang County,"5,919"
2016/6/1,Electricity,New Taipei City,"10,782"
2016/6/1,Electricity,Taipei City,"6,429"
2016/6/1,Electricity,Taoyuan City,"9,444"
2016/6/1,Electricity,Taichung City,"4,484"
2016/6/1,Electricity,Tainan City,"2,841"
2016/6/1,Electricity,Kaohsiung City,"6,933"
2016/6/1,Electricity,Yilan County,346
2016/6/1,Electricity,Hsinchu County,705
2016/6/1,Electricity,Miaoli County,590
2016/6/1,Electricity,Changhua County,"1,611"
2016/6/1,Electricity,Nantou County,"1,129"
2016/6/1,Electricity,Yunlin County,"1,086"
2016/6/1,Electricity,Chiayi County,523
2016/6/1,Electricity,Pingtung County,"1,804"
2016/6/1,Electricity,Taitung County,"1,711"
2016/6/1,Electricity,Hualien County,"1,393"
2016/6/1,Electricity,Penghu County,"3,538"
2016/6/1,Electricity,Keelung City,233
2016/6/1,Electricity,Hsinchu City,"1,059"
2016/6/1,Electricity,Chiayi City,764
2016/6/1,Electricity,Kinmen County,"1,149"
2016/6/1,Electricity,Lienchiang County,309
2016/7/1,Gasoline,New Taipei City,"2,167,416"
2016/7/1,Gasoline,Taipei City,"949,867"
2016/7/1,Gasoline,Taoyuan City,"1,105,364"
2016/7/1,Gasoline,Taichung City,"1,650,577"
2016/7/1,Gasoline,Tainan City,"1,280,534"
2016/7/1,Gasoline,Kaohsiung City,"1,983,203"
2016/7/1,Gasoline,Yilan County,"269,475"
2016/7/1,Gasoline,Hsinchu County,"278,584"
2016/7/1,Gasoline,Miaoli County,"319,029"
2016/7/1,Gasoline,Changhua County,"811,762"
2016/7/1,Gasoline,Nantou County,"310,872"
2016/7/1,Gasoline,Yunlin County,"425,100"
2016/7/1,Gasoline,Chiayi County,"325,233"
2016/7/1,Gasoline,Pingtung County,"614,388"
2016/7/1,Gasoline,Taitung County,"151,566"
2016/7/1,Gasoline,Hualien County,"199,101"
2016/7/1,Gasoline,Penghu County,"70,086"
2016/7/1,Gasoline,Keelung City,"180,708"
2016/7/1,Gasoline,Hsinchu City,"254,246"
2016/7/1,Gasoline,Chiayi City,"179,579"
2016/7/1,Gasoline,Kinmen County,"56,048"
2016/7/1,Gasoline,Lienchiang County,"5,946"
2016/7/1,Electricity,New Taipei City,"11,160"
2016/7/1,Electricity,Taipei City,"6,568"
2016/7/1,Electricity,Taoyuan City,"9,819"
2016/7/1,Electricity,Taichung City,"4,773"
2016/7/1,Electricity,Tainan City,"2,860"
2016/7/1,Electricity,Kaohsiung City,"6,945"
2016/7/1,Electricity,Yilan County,353
2016/7/1,Electricity,Hsinchu County,732
2016/7/1,Electricity,Miaoli County,593
2016/7/1,Electricity,Changhua County,"1,622"
2016/7/1,Electricity,Nantou County,"1,139"
2016/7/1,Electricity,Yunlin County,"1,113"
2016/7/1,Electricity,Chiayi County,525
2016/7/1,Electricity,Pingtung County,"1,819"
2016/7/1,Electricity,Taitung County,"1,757"
2016/7/1,Electricity,Hualien County,"1,787"
2016/7/1,Electricity,Penghu County,"3,528"
2016/7/1,Electricity,Keelung City,248
2016/7/1,Electricity,Hsinchu City,"1,083"
2016/7/1,Electricity,Chiayi City,767
2016/7/1,Electricity,Kinmen County,"1,153"
2016/7/1,Electricity,Lienchiang County,309
2016/8/1,Gasoline,New Taipei City,"2,167,415"
2016/8/1,Gasoline,Taipei City,"947,826"
2016/8/1,Gasoline,Taoyuan City,"1,107,122"
2016/8/1,Gasoline,Taichung City,"1,651,728"
2016/8/1,Gasoline,Tainan City,"1,280,354"
2016/8/1,Gasoline,Kaohsiung City,"1,983,366"
2016/8/1,Gasoline,Yilan County,"269,550"
2016/8/1,Gasoline,Hsinchu County,"278,959"
2016/8/1,Gasoline,Miaoli County,"319,129"
2016/8/1,Gasoline,Changhua County,"811,319"
2016/8/1,Gasoline,Nantou County,"310,801"
2016/8/1,Gasoline,Yunlin County,"424,975"
2016/8/1,Gasoline,Chiayi County,"325,035"
2016/8/1,Gasoline,Pingtung County,"614,391"
2016/8/1,Gasoline,Taitung County,"151,646"
2016/8/1,Gasoline,Hualien County,"199,029"
2016/8/1,Gasoline,Penghu County,"70,086"
2016/8/1,Gasoline,Keelung City,"180,801"
2016/8/1,Gasoline,Hsinchu City,"254,503"
2016/8/1,Gasoline,Chiayi City,"179,478"
2016/8/1,Gasoline,Kinmen County,"56,319"
2016/8/1,Gasoline,Lienchiang County,"5,977"
2016/8/1,Electricity,New Taipei City,"11,684"
2016/8/1,Electricity,Taipei City,"6,727"
2016/8/1,Electricity,Taoyuan City,"10,292"
2016/8/1,Electricity,Taichung City,"5,110"
2016/8/1,Electricity,Tainan City,"2,874"
2016/8/1,Electricity,Kaohsiung City,"6,993"
2016/8/1,Electricity,Yilan County,364
2016/8/1,Electricity,Hsinchu County,751
2016/8/1,Electricity,Miaoli County,604
2016/8/1,Electricity,Changhua County,"1,650"
2016/8/1,Electricity,Nantou County,"1,147"
2016/8/1,Electricity,Yunlin County,"1,155"
2016/8/1,Electricity,Chiayi County,530
2016/8/1,Electricity,Pingtung County,"1,828"
2016/8/1,Electricity,Taitung County,"1,722"
2016/8/1,Electricity,Hualien County,"2,047"
2016/8/1,Electricity,Penghu County,"3,816"
2016/8/1,Electricity,Keelung City,257
2016/8/1,Electricity,Hsinchu City,"1,104"
2016/8/1,Electricity,Chiayi City,773
2016/8/1,Electricity,Kinmen County,"1,154"
2016/8/1,Electricity,Lienchiang County,309
2016/9/1,Gasoline,New Taipei City,"2,171,450"
2016/9/1,Gasoline,Taipei City,"948,385"
2016/9/1,Gasoline,Taoyuan City,"1,111,091"
2016/9/1,Gasoline,Taichung City,"1,656,171"
2016/9/1,Gasoline,Tainan City,"1,282,504"
2016/9/1,Gasoline,Kaohsiung City,"1,984,196"
2016/9/1,Gasoline,Yilan County,"270,041"
2016/9/1,Gasoline,Hsinchu County,"280,137"
2016/9/1,Gasoline,Miaoli County,"319,826"
2016/9/1,Gasoline,Changhua County,"812,484"
2016/9/1,Gasoline,Nantou County,"311,190"
2016/9/1,Gasoline,Yunlin County,"425,776"
2016/9/1,Gasoline,Chiayi County,"325,500"
2016/9/1,Gasoline,Pingtung County,"614,894"
2016/9/1,Gasoline,Taitung County,"151,758"
2016/9/1,Gasoline,Hualien County,"199,375"
2016/9/1,Gasoline,Penghu County,"70,173"
2016/9/1,Gasoline,Keelung City,"181,251"
2016/9/1,Gasoline,Hsinchu City,"255,323"
2016/9/1,Gasoline,Chiayi City,"179,717"
2016/9/1,Gasoline,Kinmen County,"56,762"
2016/9/1,Gasoline,Lienchiang County,"6,017"
2016/9/1,Electricity,New Taipei City,"12,260"
2016/9/1,Electricity,Taipei City,"6,961"
2016/9/1,Electricity,Taoyuan City,"10,995"
2016/9/1,Electricity,Taichung City,"5,488"
2016/9/1,Electricity,Tainan City,"2,893"
2016/9/1,Electricity,Kaohsiung City,"7,021"
2016/9/1,Electricity,Yilan County,377
2016/9/1,Electricity,Hsinchu County,769
2016/9/1,Electricity,Miaoli County,619
2016/9/1,Electricity,Changhua County,"1,671"
2016/9/1,Electricity,Nantou County,"1,160"
2016/9/1,Electricity,Yunlin County,"1,217"
2016/9/1,Electricity,Chiayi County,534
2016/9/1,Electricity,Pingtung County,"1,843"
2016/9/1,Electricity,Taitung County,"1,750"
2016/9/1,Electricity,Hualien County,"2,080"
2016/9/1,Electricity,Penghu County,"3,792"
2016/9/1,Electricity,Keelung City,271
2016/9/1,Electricity,Hsinchu City,"1,135"
2016/9/1,Electricity,Chiayi City,783
2016/9/1,Electricity,Kinmen County,"1,158"
2016/9/1,Electricity,Lienchiang County,309
2016/10/1,Gasoline,New Taipei City,"2,171,852"
2016/10/1,Gasoline,Taipei City,"947,621"
2016/10/1,Gasoline,Taoyuan City,"1,112,702"
2016/10/1,Gasoline,Taichung City,"1,657,894"
2016/10/1,Gasoline,Tainan City,"1,282,375"
2016/10/1,Gasoline,Kaohsiung City,"1,983,632"
2016/10/1,Gasoline,Yilan County,"270,046"
2016/10/1,Gasoline,Hsinchu County,"280,577"
2016/10/1,Gasoline,Miaoli County,"319,913"
2016/10/1,Gasoline,Changhua County,"812,441"
2016/10/1,Gasoline,Nantou County,"311,135"
2016/10/1,Gasoline,Yunlin County,"425,480"
2016/10/1,Gasoline,Chiayi County,"325,235"
2016/10/1,Gasoline,Pingtung County,"614,088"
2016/10/1,Gasoline,Taitung County,"151,509"
2016/10/1,Gasoline,Hualien County,"199,147"
2016/10/1,Gasoline,Penghu County,"70,198"
2016/10/1,Gasoline,Keelung City,"181,244"
2016/10/1,Gasoline,Hsinchu City,"255,625"
2016/10/1,Gasoline,Chiayi City,"179,777"
2016/10/1,Gasoline,Kinmen County,"56,616"
2016/10/1,Gasoline,Lienchiang County,"6,020"
2016/10/1,Electricity,New Taipei City,"12,691"
2016/10/1,Electricity,Taipei City,"7,491"
2016/10/1,Electricity,Taoyuan City,"11,281"
2016/10/1,Electricity,Taichung City,"5,794"
2016/10/1,Electricity,Tainan City,"2,934"
2016/10/1,Electricity,Kaohsiung City,"7,065"
2016/10/1,Electricity,Yilan County,386
2016/10/1,Electricity,Hsinchu County,781
2016/10/1,Electricity,Miaoli County,628
2016/10/1,Electricity,Changhua County,"1,705"
2016/10/1,Electricity,Nantou County,"1,165"
2016/10/1,Electricity,Yunlin County,"1,276"
2016/10/1,Electricity,Chiayi County,546
2016/10/1,Electricity,Pingtung County,"1,865"
2016/10/1,Electricity,Taitung County,"1,749"
2016/10/1,Electricity,Hualien County,"2,279"
2016/10/1,Electricity,Penghu County,"3,766"
2016/10/1,Electricity,Keelung City,276
2016/10/1,Electricity,Hsinchu City,"1,159"
2016/10/1,Electricity,Chiayi City,787
2016/10/1,Electricity,Kinmen County,"1,156"
2016/10/1,Electricity,Lienchiang County,309
2016/11/1,Gasoline,New Taipei City,"2,170,391"
2016/11/1,Gasoline,Taipei City,"946,303"
2016/11/1,Gasoline,Taoyuan City,"1,113,924"
2016/11/1,Gasoline,Taichung City,"1,659,243"
2016/11/1,Gasoline,Tainan City,"1,281,443"
2016/11/1,Gasoline,Kaohsiung City,"1,983,000"
2016/11/1,Gasoline,Yilan County,"269,634"
2016/11/1,Gasoline,Hsinchu County,"280,811"
2016/11/1,Gasoline,Miaoli County,"319,790"
2016/11/1,Gasoline,Changhua County,"812,171"
2016/11/1,Gasoline,Nantou County,"310,976"
2016/11/1,Gasoline,Yunlin County,"425,205"
2016/11/1,Gasoline,Chiayi County,"324,970"
2016/11/1,Gasoline,Pingtung County,"613,595"
2016/11/1,Gasoline,Taitung County,"151,315"
2016/11/1,Gasoline,Hualien County,"198,825"
2016/11/1,Gasoline,Penghu County,"70,078"
2016/11/1,Gasoline,Keelung City,"181,434"
2016/11/1,Gasoline,Hsinchu City,"255,809"
2016/11/1,Gasoline,Chiayi City,"179,345"
2016/11/1,Gasoline,Kinmen County,"56,862"
2016/11/1,Gasoline,Lienchiang County,"6,023"
2016/11/1,Electricity,New Taipei City,"13,042"
2016/11/1,Electricity,Taipei City,"7,725"
2016/11/1,Electricity,Taoyuan City,"11,592"
2016/11/1,Electricity,Taichung City,"6,064"
2016/11/1,Electricity,Tainan City,"3,116"
2016/11/1,Electricity,Kaohsiung City,"7,146"
2016/11/1,Electricity,Yilan County,415
2016/11/1,Electricity,Hsinchu County,825
2016/11/1,Electricity,Miaoli County,640
2016/11/1,Electricity,Changhua County,"1,768"
2016/11/1,Electricity,Nantou County,"1,190"
2016/11/1,Electricity,Yunlin County,"1,361"
2016/11/1,Electricity,Chiayi County,548
2016/11/1,Electricity,Pingtung County,"2,020"
2016/11/1,Electricity,Taitung County,"1,878"
2016/11/1,Electricity,Hualien County,"2,334"
2016/11/1,Electricity,Penghu County,"3,758"
2016/11/1,Electricity,Keelung City,287
2016/11/1,Electricity,Hsinchu City,"1,198"
2016/11/1,Electricity,Chiayi City,805
2016/11/1,Electricity,Kinmen County,"1,160"
2016/11/1,Electricity,Lienchiang County,309
2016/12/1,Gasoline,New Taipei City,"2,167,044"
2016/12/1,Gasoline,Taipei City,"944,160"
2016/12/1,Gasoline,Taoyuan City,"1,114,452"
2016/12/1,Gasoline,Taichung City,"1,658,662"
2016/12/1,Gasoline,Tainan City,"1,278,401"
2016/12/1,Gasoline,Kaohsiung City,"1,983,344"
2016/12/1,Gasoline,Yilan County,"269,100"
2016/12/1,Gasoline,Hsinchu County,"280,908"
2016/12/1,Gasoline,Miaoli County,"319,016"
2016/12/1,Gasoline,Changhua County,"811,062"
2016/12/1,Gasoline,Nantou County,"309,863"
2016/12/1,Gasoline,Yunlin County,"424,398"
2016/12/1,Gasoline,Chiayi County,"324,308"
2016/12/1,Gasoline,Pingtung County,"612,787"
2016/12/1,Gasoline,Taitung County,"151,063"
2016/12/1,Gasoline,Hualien County,"198,493"
2016/12/1,Gasoline,Penghu County,"70,043"
2016/12/1,Gasoline,Keelung City,"181,275"
2016/12/1,Gasoline,Hsinchu City,"255,760"
2016/12/1,Gasoline,Chiayi City,"179,151"
2016/12/1,Gasoline,Kinmen County,"57,056"
2016/12/1,Gasoline,Lienchiang County,"6,020"
2016/12/1,Electricity,New Taipei City,"13,278"
2016/12/1,Electricity,Taipei City,"8,019"
2016/12/1,Electricity,Taoyuan City,"12,119"
2016/12/1,Electricity,Taichung City,"6,452"
2016/12/1,Electricity,Tainan City,"3,452"
2016/12/1,Electricity,Kaohsiung City,"7,459"
2016/12/1,Electricity,Yilan County,432
2016/12/1,Electricity,Hsinchu County,858
2016/12/1,Electricity,Miaoli County,658
2016/12/1,Electricity,Changhua County,"1,788"
2016/12/1,Electricity,Nantou County,"1,194"
2016/12/1,Electricity,Yunlin County,"1,448"
2016/12/1,Electricity,Chiayi County,552
2016/12/1,Electricity,Pingtung County,"2,247"
2016/12/1,Electricity,Taitung County,"1,889"
2016/12/1,Electricity,Hualien County,"2,442"
2016/12/1,Electricity,Penghu County,"3,717"
2016/12/1,Electricity,Keelung City,298
2016/12/1,Electricity,Hsinchu City,"1,222"
2016/12/1,Electricity,Chiayi City,822
2016/12/1,Electricity,Kinmen County,"1,191"
2016/12/1,Electricity,Lienchiang County,309
2017/1/1,Gasoline,New Taipei City,"2,166,320"
2017/1/1,Gasoline,Taipei City,"943,208"
2017/1/1,Gasoline,Taoyuan City,"1,115,079"
2017/1/1,Gasoline,Taichung City,"1,659,528"
2017/1/1,Gasoline,Tainan City,"1,279,285"
2017/1/1,Gasoline,Kaohsiung City,"1,982,833"
2017/1/1,Gasoline,Yilan County,"269,137"
2017/1/1,Gasoline,Hsinchu County,"281,151"
2017/1/1,Gasoline,Miaoli County,"318,449"
2017/1/1,Gasoline,Changhua County,"810,945"
2017/1/1,Gasoline,Nantou County,"309,967"
2017/1/1,Gasoline,Yunlin County,"424,315"
2017/1/1,Gasoline,Chiayi County,"324,142"
2017/1/1,Gasoline,Pingtung County,"612,635"
2017/1/1,Gasoline,Taitung County,"151,215"
2017/1/1,Gasoline,Hualien County,"198,532"
2017/1/1,Gasoline,Penghu County,"70,021"
2017/1/1,Gasoline,Keelung City,"181,329"
2017/1/1,Gasoline,Hsinchu City,"256,020"
2017/1/1,Gasoline,Chiayi City,"179,041"
2017/1/1,Gasoline,Kinmen County,"57,273"
2017/1/1,Gasoline,Lienchiang County,"6,041"
2017/1/1,Electricity,New Taipei City,"13,589"
2017/1/1,Electricity,Taipei City,"8,102"
2017/1/1,Electricity,Taoyuan City,"12,218"
2017/1/1,Electricity,Taichung City,"6,673"
2017/1/1,Electricity,Tainan City,"3,558"
2017/1/1,Electricity,Kaohsiung City,"7,496"
2017/1/1,Electricity,Yilan County,434
2017/1/1,Electricity,Hsinchu County,882
2017/1/1,Electricity,Miaoli County,662
2017/1/1,Electricity,Changhua County,"1,805"
2017/1/1,Electricity,Nantou County,"1,197"
2017/1/1,Electricity,Yunlin County,"1,456"
2017/1/1,Electricity,Chiayi County,550
2017/1/1,Electricity,Pingtung County,"2,258"
2017/1/1,Electricity,Taitung County,"1,855"
2017/1/1,Electricity,Hualien County,"2,442"
2017/1/1,Electricity,Penghu County,"3,680"
2017/1/1,Electricity,Keelung City,307
2017/1/1,Electricity,Hsinchu City,"1,240"
2017/1/1,Electricity,Chiayi City,820
2017/1/1,Electricity,Kinmen County,"1,102"
2017/1/1,Electricity,Lienchiang County,309
2017/2/1,Gasoline,New Taipei City,"2,167,437"
2017/2/1,Gasoline,Taipei City,"943,053"
2017/2/1,Gasoline,Taoyuan City,"1,116,259"
2017/2/1,Gasoline,Taichung City,"1,660,773"
2017/2/1,Gasoline,Tainan City,"1,280,028"
2017/2/1,Gasoline,Kaohsiung City,"1,983,642"
2017/2/1,Gasoline,Yilan County,"269,010"
2017/2/1,Gasoline,Hsinchu County,"281,551"
2017/2/1,Gasoline,Miaoli County,"318,510"
2017/2/1,Gasoline,Changhua County,"810,629"
2017/2/1,Gasoline,Nantou County,"310,043"
2017/2/1,Gasoline,Yunlin County,"424,356"
2017/2/1,Gasoline,Chiayi County,"323,984"
2017/2/1,Gasoline,Pingtung County,"612,804"
2017/2/1,Gasoline,Taitung County,"151,289"
2017/2/1,Gasoline,Hualien County,"198,368"
2017/2/1,Gasoline,Penghu County,"70,091"
2017/2/1,Gasoline,Keelung City,"181,410"
2017/2/1,Gasoline,Hsinchu City,"256,131"
2017/2/1,Gasoline,Chiayi City,"178,569"
2017/2/1,Gasoline,Kinmen County,"57,522"
2017/2/1,Gasoline,Lienchiang County,"6,049"
2017/2/1,Electricity,New Taipei City,"13,948"
2017/2/1,Electricity,Taipei City,"8,246"
2017/2/1,Electricity,Taoyuan City,"12,258"
2017/2/1,Electricity,Taichung City,"6,905"
2017/2/1,Electricity,Tainan City,"3,716"
2017/2/1,Electricity,Kaohsiung City,"7,664"
2017/2/1,Electricity,Yilan County,447
2017/2/1,Electricity,Hsinchu County,894
2017/2/1,Electricity,Miaoli County,671
2017/2/1,Electricity,Changhua County,"1,830"
2017/2/1,Electricity,Nantou County,"1,211"
2017/2/1,Electricity,Yunlin County,"1,503"
2017/2/1,Electricity,Chiayi County,558
2017/2/1,Electricity,Pingtung County,"2,283"
2017/2/1,Electricity,Taitung County,"1,855"
2017/2/1,Electricity,Hualien County,"2,455"
2017/2/1,Electricity,Penghu County,"3,646"
2017/2/1,Electricity,Keelung City,326
