time,fuel,city,registration
2019/4/1,Gasoline,Hsinchu County,"291,157"
2019/4/1,Gasoline,Miaoli County,"318,726"
2019/4/1,Gasoline,Changhua County,"808,810"
2019/4/1,Gasoline,Nantou County,"309,540"
2019/4/1,Gasoline,Yunlin County,"421,496"
2019/4/1,Gasoline,Chiayi County,"322,050"
2019/4/1,Gasoline,Pingtung County,"607,620"
2019/4/1,Gasoline,Taitung County,"151,671"
2019/4/1,Gasoline,Hualien County,"196,172"
2019/4/1,Gasoline,Penghu County,"75,702"
2019/4/1,Gasoline,Keelung City,"181,767"
2019/4/1,Gasoline,Hsinchu City,"260,645"
2019/4/1,Gasoline,Chiayi City,"173,526"
2019/4/1,Gasoline,Kinmen County,"63,533"
2019/4/1,Gasoline,Lienchiang County,"6,697"
2019/4/1,Electricity,New Taipei City,"31,915"
2019/4/1,Electricity,Taipei City,"21,962"
2019/4/1,Electricity,Taoyuan City,"45,293"
2019/4/1,Electricity,Taichung City,"27,146"
2019/4/1,Electricity,Tainan City,"19,583"
2019/4/1,Electricity,Kaohsiung City,"31,543"
2019/4/1,Electricity,Yilan County,"1,894"
2019/4/1,Electricity,Hsinchu County,"2,867"
2019/4/1,Electricity,Miaoli County,"1,606"
2019/4/1,Electricity,Changhua County,"6,040"
2019/4/1,Electricity,Nantou County,"2,099"
2019/4/1,Electricity,Yunlin County,"5,006"
2019/4/1,Electricity,Chiayi County,"2,292"
2019/4/1,Electricity,Pingtung County,"8,556"
2019/4/1,Electricity,Taitung County,"1,916"
2019/4/1,Electricity,Hualien County,"4,374"
2019/4/1,Electricity,Penghu County,"3,337"
2019/4/1,Electricity,Keelung City,"1,036"
2019/4/1,Electricity,Hsinchu City,"3,808"
2019/4/1,Electricity,Chiayi City,"2,776"
2019/4/1,Electricity,Kinmen County,"1,654"
2019/4/1,Electricity,Lienchiang County,119
2019/5/1,Gasoline,New Taipei City,"2,156,048"
2019/5/1,Gasoline,Taipei City,"922,284"
2019/5/1,Gasoline,Taoyuan City,"1,156,101"
2019/5/1,Gasoline,Taichung City,"1,685,897"
2019/5/1,Gasoline,Tainan City,"1,284,921"
2019/5/1,Gasoline,Kaohsiung City,"1,982,204"
2019/5/1,Gasoline,Yilan County,"266,769"
2019/5/1,Gasoline,Hsinchu County,"291,351"
2019/5/1,Gasoline,Miaoli County,"318,100"
2019/5/1,Gasoline,Changhua County,"808,412"
2019/5/1,Gasoline,Nantou County,"309,206"
2019/5/1,Gasoline,Yunlin County,"421,482"
2019/5/1,Gasoline,Chiayi County,"321,983"
2019/5/1,Gasoline,Pingtung County,"607,290"
2019/5/1,Gasoline,Taitung County,"151,596"
2019/5/1,Gasoline,Hualien County,"196,079"
2019/5/1,Gasoline,Penghu County,"75,988"
2019/5/1,Gasoline,Keelung City,"181,698"
2019/5/1,Gasoline,Hsinchu City,"260,800"
2019/5/1,Gasoline,Chiayi City,"173,400"
2019/5/1,Gasoline,Kinmen County,"63,735"
2019/5/1,Gasoline,Lienchiang County,"6,697"
2019/5/1,Electricity,New Taipei City,"33,246"
2019/5/1,Electricity,Taipei City,"22,816"
2019/5/1,Electricity,Taoyuan City,"47,700"
2019/5/1,Electricity,Taichung City,"28,530"
2019/5/1,Electricity,Tainan City,"20,916"
2019/5/1,Electricity,Kaohsiung City,"33,420"
2019/5/1,Electricity,Yilan County,"2,082"
2019/5/1,Electricity,Hsinchu County,"3,237"
2019/5/1,Electricity,Miaoli County,"1,690"
2019/5/1,Electricity,Changhua County,"6,401"
2019/5/1,Electricity,Nantou County,"2,261"
2019/5/1,Electricity,Yunlin County,"5,307"
2019/5/1,Electricity,Chiayi County,"2,457"
2019/5/1,Electricity,Pingtung County,"9,050"
2019/5/1,Electricity,Taitung County,"2,016"
2019/5/1,Electricity,Hualien County,"4,524"
2019/5/1,Electricity,Penghu County,"3,325"
2019/5/1,Electricity,Keelung City,"1,085"
2019/5/1,Electricity,Hsinchu City,"3,972"
2019/5/1,Electricity,Chiayi City,"2,842"
2019/5/1,Electricity,Kinmen County,"1,671"
2019/5/1,Electricity,Lienchiang County,120
2019/6/1,Gasoline,New Taipei City,"2,156,057"
2019/6/1,Gasoline,Taipei City,"921,672"
2019/6/1,Gasoline,Taoyuan City,"1,157,701"
2019/6/1,Gasoline,Taichung City,"1,686,602"
2019/6/1,Gasoline,Tainan City,"1,285,447"
2019/6/1,Gasoline,Kaohsiung City,"1,982,393"
2019/6/1,Gasoline,Yilan County,"266,488"
2019/6/1,Gasoline,Hsinchu County,"291,754"
2019/6/1,Gasoline,Miaoli County,"318,075"
2019/6/1,Gasoline,Changhua County,"808,651"
2019/6/1,Gasoline,Nantou County,"309,000"
2019/6/1,Gasoline,Yunlin County,"421,626"
2019/6/1,Gasoline,Chiayi County,"322,099"
2019/6/1,Gasoline,Pingtung County,"607,321"
2019/6/1,Gasoline,Taitung County,"151,616"
2019/6/1,Gasoline,Hualien County,"196,059"
2019/6/1,Gasoline,Penghu County,"76,048"
2019/6/1,Gasoline,Keelung City,"181,773"
2019/6/1,Gasoline,Hsinchu City,"261,129"
2019/6/1,Gasoline,Chiayi City,"173,377"
2019/6/1,Gasoline,Kinmen County,"63,842"
2019/6/1,Gasoline,Lienchiang County,"6,691"
2019/6/1,Electricity,New Taipei City,"34,647"
2019/6/1,Electricity,Taipei City,"23,647"
2019/6/1,Electricity,Taoyuan City,"50,598"
2019/6/1,Electricity,Taichung City,"29,819"
2019/6/1,Electricity,Tainan City,"22,145"
2019/6/1,Electricity,Kaohsiung City,"34,905"
2019/6/1,Electricity,Yilan County,"2,293"
2019/6/1,Electricity,Hsinchu County,"3,637"
2019/6/1,Electricity,Miaoli County,"1,775"
2019/6/1,Electricity,Changhua County,"6,779"
2019/6/1,Electricity,Nantou County,"2,399"
2019/6/1,Electricity,Yunlin County,"5,579"
2019/6/1,Electricity,Chiayi County,"2,652"
2019/6/1,Electricity,Pingtung County,"9,584"
2019/6/1,Electricity,Taitung County,"2,110"
2019/6/1,Electricity,Hualien County,"4,574"
2019/6/1,Electricity,Penghu County,"3,288"
2019/6/1,Electricity,Keelung City,"1,126"
2019/6/1,Electricity,Hsinchu City,"4,158"
2019/6/1,Electricity,Chiayi City,"2,937"
2019/6/1,Electricity,Kinmen County,"1,705"
2019/6/1,Electricity,Lienchiang County,120
2019/7/1,Gasoline,New Taipei City,"2,154,254"
2019/7/1,Gasoline,Taipei City,"919,669"
2019/7/1,Gasoline,Taoyuan City,"1,159,497"
2019/7/1,Gasoline,Taichung City,"1,687,011"
2019/7/1,Gasoline,Tainan City,"1,285,036"
2019/7/1,Gasoline,Kaohsiung City,"1,983,442"
2019/7/1,Gasoline,Yilan County,"266,370"
2019/7/1,Gasoline,Hsinchu County,"292,355"
2019/7/1,Gasoline,Miaoli County,"317,688"
2019/7/1,Gasoline,Changhua County,"808,509"
2019/7/1,Gasoline,Nantou County,"308,577"
2019/7/1,Gasoline,Yunlin County,"421,600"
2019/7/1,Gasoline,Chiayi County,"321,998"
2019/7/1,Gasoline,Pingtung County,"606,801"
2019/7/1,Gasoline,Taitung County,"151,378"
2019/7/1,Gasoline,Hualien County,"196,143"
2019/7/1,Gasoline,Penghu County,"76,096"
2019/7/1,Gasoline,Keelung City,"181,792"
2019/7/1,Gasoline,Hsinchu City,"261,238"
2019/7/1,Gasoline,Chiayi City,"173,259"
2019/7/1,Gasoline,Kinmen County,"64,087"
2019/7/1,Gasoline,Lienchiang County,"6,708"
2019/7/1,Electricity,New Taipei City,"36,135"
2019/7/1,Electricity,Taipei City,"25,000"
2019/7/1,Electricity,Taoyuan City,"52,751"
2019/7/1,Electricity,Taichung City,"31,368"
2019/7/1,Electricity,Tainan City,"23,572"
2019/7/1,Electricity,Kaohsiung City,"36,324"
2019/7/1,Electricity,Yilan County,"2,536"
2019/7/1,Electricity,Hsinchu County,"4,190"
2019/7/1,Electricity,Miaoli County,"1,840"
2019/7/1,Electricity,Changhua County,"7,266"
2019/7/1,Electricity,Nantou County,"2,550"
2019/7/1,Electricity,Yunlin County,"5,904"
2019/7/1,Electricity,Chiayi County,"2,835"
2019/7/1,Electricity,Pingtung County,"9,986"
2019/7/1,Electricity,Taitung County,"2,161"
2019/7/1,Electricity,Hualien County,"4,755"
2019/7/1,Electricity,Penghu County,"3,274"
2019/7/1,Electricity,Keelung City,"1,180"
2019/7/1,Electricity,Hsinchu City,"4,327"
2019/7/1,Electricity,Chiayi City,"3,027"
2019/7/1,Electricity,Kinmen County,"1,763"
2019/7/1,Electricity,Lienchiang County,121
2019/8/1,Gasoline,New Taipei City,"2,153,823"
2019/8/1,Gasoline,Taipei City,"918,448"
2019/8/1,Gasoline,Taoyuan City,"1,161,221"
2019/8/1,Gasoline,Taichung City,"1,686,563"
2019/8/1,Gasoline,Tainan City,"1,284,845"
2019/8/1,Gasoline,Kaohsiung City,"1,983,017"
2019/8/1,Gasoline,Yilan County,"266,283"
2019/8/1,Gasoline,Hsinchu County,"292,756"
2019/8/1,Gasoline,Miaoli County,"317,701"
2019/8/1,Gasoline,Changhua County,"808,640"
2019/8/1,Gasoline,Nantou County,"307,843"
2019/8/1,Gasoline,Yunlin County,"421,723"
2019/8/1,Gasoline,Chiayi County,"321,824"
2019/8/1,Gasoline,Pingtung County,"606,405"
2019/8/1,Gasoline,Taitung County,"151,247"
2019/8/1,Gasoline,Hualien County,"196,093"
2019/8/1,Gasoline,Penghu County,"76,163"
2019/8/1,Gasoline,Keelung City,"181,901"
2019/8/1,Gasoline,Hsinchu City,"261,432"
2019/8/1,Gasoline,Chiayi City,"173,281"
2019/8/1,Gasoline,Kinmen County,"64,263"
2019/8/1,Gasoline,Lienchiang County,"6,724"
2019/8/1,Electricity,New Taipei City,"37,772"
2019/8/1,Electricity,Taipei City,"26,130"
2019/8/1,Electricity,Taoyuan City,"54,969"
2019/8/1,Electricity,Taichung City,"32,913"
2019/8/1,Electricity,Tainan City,"24,941"
2019/8/1,Electricity,Kaohsiung City,"37,720"
2019/8/1,Electricity,Yilan County,"2,813"
2019/8/1,Electricity,Hsinchu County,"4,685"
2019/8/1,Electricity,Miaoli County,"1,940"
2019/8/1,Electricity,Changhua County,"7,687"
2019/8/1,Electricity,Nantou County,"2,746"
2019/8/1,Electricity,Yunlin County,"6,224"
2019/8/1,Electricity,Chiayi County,"3,040"
2019/8/1,Electricity,Pingtung County,"10,401"
2019/8/1,Electricity,Taitung County,"2,183"
2019/8/1,Electricity,Hualien County,"4,827"
2019/8/1,Electricity,Penghu County,"3,361"
2019/8/1,Electricity,Keelung City,"1,255"
2019/8/1,Electricity,Hsinchu City,"4,645"
2019/8/1,Electricity,Chiayi City,"3,132"
2019/8/1,Electricity,Kinmen County,"1,793"
2019/8/1,Electricity,Lienchiang County,124
2019/9/1,Gasoline,New Taipei City,"2,154,567"
2019/9/1,Gasoline,Taipei City,"917,196"
2019/9/1,Gasoline,Taoyuan City,"1,164,102"
2019/9/1,Gasoline,Taichung City,"1,688,810"
2019/9/1,Gasoline,Tainan City,"1,285,351"
2019/9/1,Gasoline,Kaohsiung City,"1,984,445"
2019/9/1,Gasoline,Yilan County,"266,406"
2019/9/1,Gasoline,Hsinchu County,"293,493"
2019/9/1,Gasoline,Miaoli County,"318,196"
2019/9/1,Gasoline,Changhua County,"809,168"
2019/9/1,Gasoline,Nantou County,"308,065"
2019/9/1,Gasoline,Yunlin County,"422,153"
2019/9/1,Gasoline,Chiayi County,"321,847"
2019/9/1,Gasoline,Pingtung County,"606,543"
2019/9/1,Gasoline,Taitung County,"151,323"
2019/9/1,Gasoline,Hualien County,"196,093"
2019/9/1,Gasoline,Penghu County,"76,259"
2019/9/1,Gasoline,Keelung City,"182,083"
2019/9/1,Gasoline,Hsinchu City,"261,879"
2019/9/1,Gasoline,Chiayi City,"173,400"
2019/9/1,Gasoline,Kinmen County,"64,470"
2019/9/1,Gasoline,Lienchiang County,"6,729"
2019/9/1,Electricity,New Taipei City,"39,492"
2019/9/1,Electricity,Taipei City,"27,726"
2019/9/1,Electricity,Taoyuan City,"56,643"
2019/9/1,Electricity,Taichung City,"34,653"
2019/9/1,Electricity,Tainan City,"26,449"
2019/9/1,Electricity,Kaohsiung City,"39,062"
2019/9/1,Electricity,Yilan County,"3,159"
2019/9/1,Electricity,Hsinchu County,"5,314"
2019/9/1,Electricity,Miaoli County,"2,027"
2019/9/1,Electricity,Changhua County,"8,235"
2019/9/1,Electricity,Nantou County,"2,938"
2019/9/1,Electricity,Yunlin County,"6,658"
2019/9/1,Electricity,Chiayi County,"3,302"
2019/9/1,Electricity,Pingtung County,"10,724"
2019/9/1,Electricity,Taitung County,"2,202"
2019/9/1,Electricity,Hualien County,"4,897"
2019/9/1,Electricity,Penghu County,"3,323"
2019/9/1,Electricity,Keelung City,"1,321"
2019/9/1,Electricity,Hsinchu City,"4,819"
2019/9/1,Electricity,Chiayi City,"3,317"
2019/9/1,Electricity,Kinmen County,"1,854"
2019/9/1,Electricity,Lienchiang County,124
2019/10/1,Gasoline,New Taipei City,"2,153,371"
2019/10/1,Gasoline,Taipei City,"915,140"
2019/10/1,Gasoline,Taoyuan City,"1,165,558"
2019/10/1,Gasoline,Taichung City,"1,688,953"
2019/10/1,Gasoline,Tainan City,"1,284,558"
2019/10/1,Gasoline,Kaohsiung City,"1,983,376"
2019/10/1,Gasoline,Yilan County,"266,195"
2019/10/1,Gasoline,Hsinchu County,"293,853"
2019/10/1,Gasoline,Miaoli County,"318,066"
2019/10/1,Gasoline,Changhua County,"808,873"
2019/10/1,Gasoline,Nantou County,"307,884"
2019/10/1,Gasoline,Yunlin County,"422,190"
2019/10/1,Gasoline,Chiayi County,"321,484"
2019/10/1,Gasoline,Pingtung County,"606,277"
2019/10/1,Gasoline,Taitung County,"151,131"
2019/10/1,Gasoline,Hualien County,"196,178"
2019/10/1,Gasoline,Penghu County,"76,310"
2019/10/1,Gasoline,Keelung City,"181,749"
2019/10/1,Gasoline,Hsinchu City,"261,907"
2019/10/1,Gasoline,Chiayi City,"173,441"
2019/10/1,Gasoline,Kinmen County,"64,620"
2019/10/1,Gasoline,Lienchiang County,"6,766"
2019/10/1,Electricity,New Taipei City,"41,733"
2019/10/1,Electricity,Taipei City,"30,325"
2019/10/1,Electricity,Taoyuan City,"60,595"
2019/10/1,Electricity,Taichung City,"36,969"
2019/10/1,Electricity,Tainan City,"28,572"
2019/10/1,Electricity,Kaohsiung City,"40,885"
2019/10/1,Electricity,Yilan County,"3,611"
2019/10/1,Electricity,Hsinchu County,"5,623"
2019/10/1,Electricity,Miaoli County,"2,130"
2019/10/1,Electricity,Changhua County,"8,921"
2019/10/1,Electricity,Nantou County,"3,158"
2019/10/1,Electricity,Yunlin County,"7,199"
2019/10/1,Electricity,Chiayi County,"3,442"
2019/10/1,Electricity,Pingtung County,"11,265"
2019/10/1,Electricity,Taitung County,"2,227"
2019/10/1,Electricity,Hualien County,"4,875"
2019/10/1,Electricity,Penghu County,"3,336"
2019/10/1,Electricity,Keelung City,"1,446"
2019/10/1,Electricity,Hsinchu City,"5,064"
2019/10/1,Electricity,Chiayi City,"3,585"
2019/10/1,Electricity,Kinmen County,"1,911"
2019/10/1,Electricity,Lienchiang County,125
2019/11/1,Gasoline,New Taipei City,"2,152,197"
2019/11/1,Gasoline,Taipei City,"913,837"
2019/11/1,Gasoline,Taoyuan City,"1,166,407"
2019/11/1,Gasoline,Taichung City,"1,688,788"
2019/11/1,Gasoline,Tainan City,"1,284,147"
2019/11/1,Gasoline,Kaohsiung City,"1,981,935"
2019/11/1,Gasoline,Yilan County,"265,874"
2019/11/1,Gasoline,Hsinchu County,"293,867"
2019/11/1,Gasoline,Miaoli County,"317,860"
2019/11/1,Gasoline,Changhua County,"807,903"
2019/11/1,Gasoline,Nantou County,"307,781"
2019/11/1,Gasoline,Yunlin County,"421,726"
2019/11/1,Gasoline,Chiayi County,"321,392"
2019/11/1,Gasoline,Pingtung County,"605,811"
2019/11/1,Gasoline,Taitung County,"151,052"
2019/11/1,Gasoline,Hualien County,"196,081"
2019/11/1,Gasoline,Penghu County,"76,281"
2019/11/1,Gasoline,Keelung City,"181,676"
2019/11/1,Gasoline,Hsinchu City,"261,966"
2019/11/1,Gasoline,Chiayi City,"173,402"
2019/11/1,Gasoline,Kinmen County,"64,838"
2019/11/1,Gasoline,Lienchiang County,"6,794"
2019/11/1,Electricity,New Taipei City,"44,741"
2019/11/1,Electricity,Taipei City,"35,963"
2019/11/1,Electricity,Taoyuan City,"64,010"
2019/11/1,Electricity,Taichung City,"39,633"
2019/11/1,Electricity,Tainan City,"31,156"
2019/11/1,Electricity,Kaohsiung City,"43,643"
2019/11/1,Electricity,Yilan County,"4,162"
2019/11/1,Electricity,Hsinchu County,"5,935"
2019/11/1,Electricity,Miaoli County,"2,277"
2019/11/1,Electricity,Changhua County,"10,050"
2019/11/1,Electricity,Nantou County,"3,444"
2019/11/1,Electricity,Yunlin County,"7,964"
2019/11/1,Electricity,Chiayi County,"3,602"
2019/11/1,Electricity,Pingtung County,"11,867"
2019/11/1,Electricity,Taitung County,"2,296"
2019/11/1,Electricity,Hualien County,"4,654"
2019/11/1,Electricity,Penghu County,"3,299"
2019/11/1,Electricity,Keelung City,"1,540"
2019/11/1,Electricity,Hsinchu City,"5,362"
2019/11/1,Electricity,Chiayi City,"3,791"
2019/11/1,Electricity,Kinmen County,"1,962"
2019/11/1,Electricity,Lienchiang County,126
2019/12/1,Gasoline,New Taipei City,"2,150,088"
2019/12/1,Gasoline,Taipei City,"912,127"
2019/12/1,Gasoline,Taoyuan City,"1,166,431"
2019/12/1,Gasoline,Taichung City,"1,686,594"
2019/12/1,Gasoline,Tainan City,"1,282,914"
2019/12/1,Gasoline,Kaohsiung City,"1,982,089"
2019/12/1,Gasoline,Yilan County,"265,646"
2019/12/1,Gasoline,Hsinchu County,"293,893"
2019/12/1,Gasoline,Miaoli County,"317,989"
2019/12/1,Gasoline,Changhua County,"808,091"
2019/12/1,Gasoline,Nantou County,"307,630"
2019/12/1,Gasoline,Yunlin County,"421,072"
2019/12/1,Gasoline,Chiayi County,"320,914"
2019/12/1,Gasoline,Pingtung County,"605,357"
2019/12/1,Gasoline,Taitung County,"151,118"
2019/12/1,Gasoline,Hualien County,"195,901"
2019/12/1,Gasoline,Penghu County,"76,302"
2019/12/1,Gasoline,Keelung City,"181,621"
2019/12/1,Gasoline,Hsinchu City,"262,127"
2019/12/1,Gasoline,Chiayi City,"173,315"
2019/12/1,Gasoline,Kinmen County,"64,979"
2019/12/1,Gasoline,Lienchiang County,"6,781"
2019/12/1,Electricity,New Taipei City,"48,006"
2019/12/1,Electricity,Taipei City,"39,927"
2019/12/1,Electricity,Taoyuan City,"69,833"
2019/12/1,Electricity,Taichung City,"43,649"
2019/12/1,Electricity,Tainan City,"34,777"
2019/12/1,Electricity,Kaohsiung City,"46,610"
2019/12/1,Electricity,Yilan County,"4,573"
2019/12/1,Electricity,Hsinchu County,"6,296"
2019/12/1,Electricity,Miaoli County,"2,478"
2019/12/1,Electricity,Changhua County,"10,527"
2019/12/1,Electricity,Nantou County,"3,827"
2019/12/1,Electricity,Yunlin County,"9,063"
2019/12/1,Electricity,Chiayi County,"3,729"
2019/12/1,Electricity,Pingtung County,"12,824"
2019/12/1,Electricity,Taitung County,"2,394"
2019/12/1,Electricity,Hualien County,"4,696"
2019/12/1,Electricity,Penghu County,"3,309"
2019/12/1,Electricity,Keelung City,"1,667"
2019/12/1,Electricity,Hsinchu City,"5,721"
2019/12/1,Electricity,Chiayi City,"3,887"
2019/12/1,Electricity,Kinmen County,"2,013"
2019/12/1,Electricity,Lienchiang County,128
2020/1/1,Gasoline,New Taipei City,"2,148,664"
2020/1/1,Gasoline,Taipei City,"911,256"
2020/1/1,Gasoline,Taoyuan City,"1,167,314"
2020/1/1,Gasoline,Taichung City,"1,686,558"
2020/1/1,Gasoline,Tainan City,"1,281,450"
2020/1/1,Gasoline,Kaohsiung City,"1,981,443"
2020/1/1,Gasoline,Yilan County,"265,535"
2020/1/1,Gasoline,Hsinchu County,"293,944"
2020/1/1,Gasoline,Miaoli County,"317,890"
2020/1/1,Gasoline,Changhua County,"807,744"
2020/1/1,Gasoline,Nantou County,"307,521"
2020/1/1,Gasoline,Yunlin County,"420,950"
2020/1/1,Gasoline,Chiayi County,"320,865"
2020/1/1,Gasoline,Pingtung County,"604,821"
2020/1/1,Gasoline,Taitung County,"151,073"
2020/1/1,Gasoline,Hualien County,"195,706"
2020/1/1,Gasoline,Penghu County,"76,293"
2020/1/1,Gasoline,Keelung City,"181,631"
2020/1/1,Gasoline,Hsinchu City,"262,147"
2020/1/1,Gasoline,Chiayi City,"173,096"
2020/1/1,Gasoline,Kinmen County,"65,136"
2020/1/1,Gasoline,Lienchiang County,"6,769"
2020/1/1,Electricity,New Taipei City,"48,225"
2020/1/1,Electricity,Taipei City,"40,225"
2020/1/1,Electricity,Taoyuan City,"69,546"
2020/1/1,Electricity,Taichung City,"43,864"
2020/1/1,Electricity,Tainan City,"35,174"
2020/1/1,Electricity,Kaohsiung City,"47,143"
2020/1/1,Electricity,Yilan County,"4,585"
2020/1/1,Electricity,Hsinchu County,"6,369"
2020/1/1,Electricity,Miaoli County,"2,510"
2020/1/1,Electricity,Changhua County,"10,577"
2020/1/1,Electricity,Nantou County,"3,862"
2020/1/1,Electricity,Yunlin County,"9,072"
2020/1/1,Electricity,Chiayi County,"3,728"
2020/1/1,Electricity,Pingtung County,"12,956"
2020/1/1,Electricity,Taitung County,"2,409"
2020/1/1,Electricity,Hualien County,"4,767"
2020/1/1,Electricity,Penghu County,"3,303"
2020/1/1,Electricity,Keelung City,"1,685"
2020/1/1,Electricity,Hsinchu City,"5,773"
2020/1/1,Electricity,Chiayi City,"3,925"
2020/1/1,Electricity,Kinmen County,"2,023"
2020/1/1,Electricity,Lienchiang County,130
2020/2/1,Gasoline,New Taipei City,"2,149,357"
2020/2/1,Gasoline,Taipei City,"910,049"
2020/2/1,Gasoline,Taoyuan City,"1,169,112"
2020/2/1,Gasoline,Taichung City,"1,687,732"
2020/2/1,Gasoline,Tainan City,"1,282,031"
2020/2/1,Gasoline,Kaohsiung City,"1,981,312"
2020/2/1,Gasoline,Yilan County,"265,545"
2020/2/1,Gasoline,Hsinchu County,"294,278"
2020/2/1,Gasoline,Miaoli County,"317,994"
2020/2/1,Gasoline,Changhua County,"807,848"
2020/2/1,Gasoline,Nantou County,"307,613"
2020/2/1,Gasoline,Yunlin County,"421,209"
2020/2/1,Gasoline,Chiayi County,"321,088"
2020/2/1,Gasoline,Pingtung County,"605,124"
2020/2/1,Gasoline,Taitung County,"151,145"
2020/2/1,Gasoline,Hualien County,"195,822"
2020/2/1,Gasoline,Penghu County,"76,419"
2020/2/1,Gasoline,Keelung City,"181,697"
2020/2/1,Gasoline,Hsinchu City,"262,426"
2020/2/1,Gasoline,Chiayi City,"173,041"
2020/2/1,Gasoline,Kinmen County,"65,126"
2020/2/1,Gasoline,Lienchiang County,"6,770"
2020/2/1,Electricity,New Taipei City,"49,003"
2020/2/1,Electricity,Taipei City,"40,894"
2020/2/1,Electricity,Taoyuan City,"70,079"
2020/2/1,Electricity,Taichung City,"45,222"
2020/2/1,Electricity,Tainan City,"35,991"
2020/2/1,Electricity,Kaohsiung City,"48,345"
2020/2/1,Electricity,Yilan County,"4,611"
2020/2/1,Electricity,Hsinchu County,"6,546"
2020/2/1,Electricity,Miaoli County,"2,608"
2020/2/1,Electricity,Changhua County,"10,855"
2020/2/1,Electricity,Nantou County,"3,941"
2020/2/1,Electricity,Yunlin County,"9,174"
2020/2/1,Electricity,Chiayi County,"3,791"
2020/2/1,Electricity,Pingtung County,"13,205"
2020/2/1,Electricity,Taitung County,"2,530"
2020/2/1,Electricity,Hualien County,"4,906"
2020/2/1,Electricity,Penghu County,"3,274"
2020/2/1,Electricity,Keelung City,"1,743"
2020/2/1,Electricity,Hsinchu City,"5,906"
2020/2/1,Electricity,Chiayi City,"4,067"
2020/2/1,Electricity,Kinmen County,"2,044"
2020/2/1,Electricity,Lienchiang County,131
